short_name,overall,age,height_cm,weight_kg,club_name,club_position,nationality_name,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_heading_accuracy,skill_dribbling
Raphaelinho Anjos,82,33,190,85,RB Bragantino,GK,Brazil,1,1,,,,,,,8,11,9
Josué Chiamulera,82,29,185,80,Grêmio,RCB,Brazil,2,1,78,43,56,64,85,79,38,83,56
Unai Simón,82,24,190,89,Athletic Club de Bilbao,GK,Spain,1,3,,,,,,,14,18,12
Richarlison,82,24,181,71,Everton,LM,Brazil,4,3,83,78,73,83,53,80,80,83,86
C. Romero,82,23,185,79,Tottenham Hotspur,SUB,Argentina,3,3,76,46,52,61,83,84,48,83,50
D. Dumfries,82,25,188,80,Inter,SUB,Netherlands,2,3,80,61,66,72,78,89,64,84,71
Raphinha,82,24,176,68,Leeds United,RM,Brazil,4,2,91,76,76,84,49,72,74,45,86
A. Isak,82,21,192,77,Real Sociedad,ST,Sweden,4,2,84,82,68,79,29,69,83,77,79
D. Rice,82,22,185,80,West Ham United,LDM,England,2,1,66,53,71,74,81,79,42,71,75
A. Davies,82,20,183,75,FC Bayern München,LB,Canada,4,3,96,67,71,82,75,75,67,64,85
F. Neuhaus,82,24,185,74,Borussia Mönchengladbach,LDM,Germany,3,2,64,72,79,82,66,67,70,51,83
Y. En-Nesyri,82,24,188,78,Sevilla FC,ST,Morocco,3,2,78,83,58,78,35,76,89,84,84
T. Ndombele,82,24,179,76,Tottenham Hotspur,SUB,France,4,1,71,72,81,88,69,72,70,56,89
T. Souček,82,26,192,86,West Ham United,RDM,Czech Republic,3,1,64,72,74,74,82,85,73,83,74
Éder Militão,82,23,186,78,Real Madrid CF,RCB,Brazil,2,2,83,50,69,71,83,82,48,81,70
Ferran Torres,82,21,184,77,Manchester City,ST,Spain,4,1,82,79,78,82,35,66,81,73,84
Pau Torres,82,24,191,80,Villarreal CF,SUB,Spain,2,2,71,38,67,70,84,80,28,85,64
D. Livaković,82,26,187,79,Dinamo Zagreb,GK,Croatia,1,2,,,,,,,12,13,19
Dani Olmo,82,23,179,72,RB Leipzig,SUB,Spain,4,3,67,76,81,86,50,60,74,43,86
Joaquín,81,39,179,75,Real Betis Balompié,RM,Spain,4,2,68,80,84,81,44,55,83,65,84
B. Yılmaz,81,35,188,77,LOSC Lille,LS,Turkey,3,2,79,83,69,73,34,79,83,75,72
Nani,81,34,177,70,Orlando City Soccer Club,ST,Portugal,5,4,70,77,81,85,37,68,73,62,86
A. Gignac,81,35,189,85,Tigres U.A.N.L.,RS,France,3,1,68,83,73,75,41,84,85,79,76
H. Herrera,81,31,185,78,Atlético de Madrid,SUB,Mexico,3,3,70,75,76,76,78,84,72,61,76
A. Consigli,81,34,189,82,U.S. Sassuolo Calcio,GK,Italy,1,2,,,,,,,10,10,10
S. Mandanda,81,36,185,82,Olympique de Marseille,GK,France,1,3,,,,,,,13,13,19
G. Higuaín,81,33,186,89,Inter Miami CF,ST,Argentina,3,4,58,84,71,78,29,71,86,77,79
José Fonte,81,37,191,84,LOSC Lille,RCB,Portugal,2,3,32,46,62,63,83,77,42,85,61
J. Vertonghen,81,34,189,86,SL Benfica,LCB,Belgium,3,3,76,62,72,67,83,78,54,78,64
Lucas Leiva,81,34,179,78,Lazio,CDM,Brazil,3,3,56,65,73,76,82,69,62,72,74
Adán,81,34,190,86,Sporting CP,GK,Spain,1,2,,,,,,,11,23,12
I. Perišić,81,32,186,80,Inter,LM,Croatia,4,3,81,79,76,79,64,74,78,80,78
A. Vidal,81,34,180,75,Inter,SUB,Chile,3,4,65,79,79,79,82,82,75,81,76
M. Kruse,81,33,180,76,1. FC Union Berlin,LS,Germany,4,2,64,81,81,82,40,66,80,63,82
M. Arnautović,81,32,192,83,Bologna,ST,Austria,4,3,79,81,79,78,44,82,80,79,77
Marlos,81,33,174,76,Shakhtar Donetsk,RM,Ukraine,5,2,79,76,78,86,47,68,76,53,87
B. André,81,30,180,74,LOSC Lille,RCM,France,3,2,67,64,74,75,80,85,61,80,75
N. Otamendi,81,33,183,76,SL Benfica,CB,Argentina,2,3,63,57,62,59,83,81,54,79,51
T. Delaney,81,29,182,79,Sevilla FC,SUB,Denmark,2,2,75,71,74,74,83,82,68,83,73
Aitor,81,30,182,78,Levante Unión Deportiva,GK,Spain,1,1,,,,,,,12,20,22
A. Delort,81,29,181,83,OGC Nice,SUB,Algeria,3,2,84,82,73,75,37,85,82,84,76
K. Kampl,81,30,178,66,RB Leipzig,LDM,Slovenia,3,2,70,67,81,85,63,62,62,34,85
D. Ings,81,28,178,73,Aston Villa,ST,England,3,1,79,84,70,80,45,70,86,78,78
Pizzi,81,31,177,72,SL Benfica,SUB,Portugal,3,3,75,77,81,82,64,66,77,45,82
Jonathan Viera,81,31,171,67,Unión Deportiva Las Palmas,CAM,Spain,4,2,82,75,79,82,63,69,76,65,85
J. Rodríguez,81,29,180,75,Everton,SUB,Colombia,4,4,53,86,86,86,50,60,84,62,86
Danilo,81,29,184,78,Juventus,RB,Brazil,3,2,73,67,73,74,82,79,59,76,73
Sergi Roberto,81,29,178,68,FC Barcelona,SUB,Spain,4,3,76,63,80,77,76,73,63,70,78
J. Cillessen,81,32,185,83,Valencia CF,SUB,Netherlands,1,3,,,,,,,10,12,12
S. Berghuis,81,29,182,75,Ajax,SUB,Netherlands,4,2,80,81,82,82,36,66,80,48,81
Paco Alcácer,81,27,175,70,Villarreal CF,LS,Spain,3,2,77,84,69,81,35,61,85,78,78
Nacho Fernández,81,31,180,76,Real Madrid CF,LCB,Spain,2,2,78,37,66,69,81,80,32,79,64
Danilo Pereira,81,29,188,83,Paris Saint-Germain,SUB,Portugal,3,3,64,63,71,73,80,86,57,83,75
Lucas Moura,81,28,174,70,Tottenham Hotspur,RW,Brazil,4,3,90,79,70,86,43,68,79,65,88
A. Marchesín,81,33,188,84,FC Porto,GK,Argentina,1,1,,,,,,,14,11,24
J. Tarkowski,81,28,188,81,Burnley,RCB,England,2,1,57,45,67,65,82,81,40,83,63
A. Florenzi,81,30,173,67,AC Milan,SUB,Italy,3,3,76,77,79,80,76,62,73,70,75
T. Vaclík,81,32,188,85,Olympiacos CFP,GK,Czech Republic,1,1,,,,,,,14,19,14
K. Zouma,81,26,190,95,West Ham United,SUB,France,2,2,65,51,63,57,81,85,47,84,50
Iñigo Martínez,81,30,182,77,Athletic Club de Bilbao,LCB,Spain,2,2,71,56,66,64,81,79,42,76,53
W. Orban,81,28,186,87,RB Leipzig,RCB,Hungary,2,2,49,36,52,55,84,80,38,85,52
A. Milik,81,27,186,78,Olympique de Marseille,ST,Poland,4,3,64,84,67,76,39,71,85,79,77
J. Ward-Prowse,81,26,173,66,Southampton,RCM,England,3,2,59,74,86,78,67,73,71,57,76
A. Cragno,81,27,184,78,Cagliari,GK,Italy,1,1,,,,,,,12,12,13
E. Višća,81,31,172,63,İstanbul Başakşehir FK,RM,Bosnia and Herzegovina,4,2,87,78,78,82,47,64,77,45,80
M. Arnold,81,27,184,74,VfL Wolfsburg,LDM,Germany,3,2,65,81,79,78,76,74,77,58,78
L. Paredes,81,27,180,75,Paris Saint-Germain,SUB,Argentina,4,2,66,71,83,79,76,79,61,60,79
A. Januzaj,81,26,186,76,Real Sociedad,RW,Belgium,4,1,79,75,80,83,30,58,77,42,86
E. Forsberg,81,29,177,76,RB Leipzig,CAM,Sweden,4,3,70,73,82,83,35,62,74,44,83
A. Belotti,81,27,181,84,Torino F.C.,ST,Italy,3,3,76,81,59,78,38,83,88,84,78
Lucas Vázquez,81,30,173,70,Real Madrid CF,SUB,Spain,4,2,82,73,79,80,69,69,72,58,81
Fred,81,28,169,62,Manchester United,LDM,Brazil,4,3,77,66,77,81,75,71,60,52,79
A. Rabiot,81,26,192,80,Juventus,LDM,France,3,2,76,74,76,80,76,79,69,69,80
Rui Silva,81,27,191,91,Real Betis Balompié,GK,Portugal,1,1,,,,,,,20,14,18
P. Zieliński,81,27,180,75,Napoli,CAM,Poland,4,3,81,75,81,85,70,61,72,52,87
Otávio,81,26,172,71,FC Porto,RM,Portugal,4,1,78,69,79,85,63,68,68,57,86
D. Machís,81,28,174,74,Granada CF,RM,Venezuela,4,1,88,80,75,83,38,70,82,51,83
A. Martial,81,25,184,76,Manchester United,SUB,France,4,3,87,80,73,85,35,68,80,71,88
O. Vlachodimos,81,27,191,78,SL Benfica,GK,Greece,1,1,,,,,,,12,13,13
J. Brandt,81,25,185,83,Borussia Dortmund,SUB,Germany,4,3,73,75,80,84,48,66,73,54,84
J. Musso,81,27,191,93,Atalanta,GK,Argentina,1,1,,,,,,,18,15,16
J. Correa,81,26,189,75,Inter,SUB,Argentina,4,1,84,75,77,85,39,69,77,68,88
Iñaki Williams,81,27,186,80,Athletic Club de Bilbao,LS,Spain,4,2,94,78,72,78,37,81,77,73,81
M. Politano,81,27,171,67,Napoli,RW,Italy,4,2,83,77,78,84,42,55,76,40,83
Morales,81,33,180,70,Levante Unión Deportiva,LS,Spain,4,2,86,82,75,85,52,68,84,64,87
D. Djené,81,29,178,72,Getafe CF,RCB,Togo,2,1,69,37,62,62,83,79,29,77,50
H. Hateboer,81,27,185,72,Atalanta,RES,Netherlands,3,3,84,64,72,77,77,79,64,76,79
M. Dúbravka,81,32,190,80,Newcastle United,SUB,Slovakia,1,2,,,,,,,10,12,19
D. van de Beek,81,24,184,74,Manchester United,SUB,Netherlands,3,3,68,78,76,79,72,77,78,69,76
D. Calvert-Lewin,81,24,187,71,Everton,ST,England,3,2,83,77,64,77,39,82,82,89,76
H. Lozano,81,25,175,70,Napoli,SUB,Mexico,4,3,93,76,72,82,41,62,77,62,83
David Soria,81,28,192,85,Getafe CF,GK,Spain,1,1,,,,,,,19,24,16
K. Phillips,81,25,178,72,Leeds United,CDM,England,3,2,67,65,76,75,78,82,62,65,73
Gonçalo Guedes,81,24,179,68,Valencia CF,LS,Portugal,4,2,86,79,76,82,36,68,76,58,83
K. Laimer,81,24,180,72,RB Leipzig,RDM,Austria,3,2,81,68,77,78,80,77,69,69,78
N. Pépé,81,26,183,73,Arsenal,RM,Côte d'Ivoire,4,2,88,79,75,83,36,65,79,57,85
N. Mukiele,81,23,187,84,RB Leipzig,RB,France,3,2,80,49,69,73,82,80,40,74,73
G. Lo Celso,81,25,177,68,Tottenham Hotspur,SUB,Argentina,4,1,75,76,82,83,69,73,75,60,83
Álex Remiro,81,26,191,83,Real Sociedad,GK,Spain,1,1,,,,,,,13,13,19
Yeray,81,26,182,79,Athletic Club de Bilbao,RCB,Spain,2,2,68,49,62,64,82,77,41,74,56
L. Pellegrini,81,25,186,77,Roma,CAM,Italy,3,2,78,74,81,80,72,77,72,71,78
Juiano Mestres,81,25,181,82,Clube Atlético Mineiro,RCB,Brazil,2,1,71,61,57,63,82,80,56,83,60
Adryan Zonta,81,29,172,68,RB Bragantino,LB,Brazil,2,1,93,66,75,76,72,77,59,66,77
Rosberto Dourado,81,21,175,70,Sport Club Corinthians Paulista,RDM,Brazil,2,1,77,57,74,77,82,68,53,70,77
Louri Beretta,81,29,188,83,RB Bragantino,ST,Brazil,4,1,78,84,62,72,33,71,85,83,75
Welington Dano,81,21,178,69,Clube Atlético Mineiro,LB,Brazil,4,1,79,54,76,79,75,74,51,69,77
Oswaldinato,81,29,184,79,Flamengo,ST,Brazil,2,1,76,81,67,77,20,78,85,82,78
R. Malinovskyi,81,28,181,79,Atalanta,RF,Ukraine,4,3,74,80,83,81,64,79,73,74,83
C. Nkunku,81,23,179,72,RB Leipzig,LAM,France,4,2,79,74,81,85,69,65,74,59,86
Lucas Paquetá,81,23,180,72,Olympique Lyonnais,CAM,Brazil,4,2,74,75,79,83,69,78,74,60,85
Carlos Soler,81,24,180,76,Valencia CF,RM,Spain,3,2,78,77,82,79,71,71,78,56,80
H. Barnes,81,23,180,66,Leicester City,LM,England,3,1,86,77,76,81,45,63,78,46,82
H. Aouar,81,23,175,70,Olympique Lyonnais,LM,France,4,2,75,75,81,85,66,71,76,59,86
M. Lazzari,81,27,174,67,Lazio,RB,Italy,3,2,92,62,76,82,70,65,67,44,82
R. James,81,21,178,87,Chelsea,RCB,England,3,2,80,58,77,77,76,80,48,69,77
Cucurella,81,22,172,66,Brighton & Hove Albion,SUB,Spain,3,1,79,67,78,80,73,74,68,57,80
Pedro Gonçalves,81,23,173,65,Sporting CP,RW,Portugal,4,1,76,81,79,84,56,65,84,40,83
M. Diaby,81,21,170,68,Bayer 04 Leverkusen,RM,France,4,2,94,67,73,85,41,53,73,28,87
Reguilón,81,24,178,68,Tottenham Hotspur,LB,Spain,3,1,86,58,75,78,78,70,52,72,78
E. Tapsoba,81,22,194,85,Bayer 04 Leverkusen,RCB,Burkina Faso,2,2,75,52,65,69,82,79,54,82,66
D. Kulusevski,81,21,186,75,Juventus,SUB,Sweden,4,2,84,74,77,84,56,76,70,54,85
Renan Lodi,81,23,173,70,Atlético de Madrid,SUB,Brazil,4,1,84,67,76,81,77,75,64,70,81
Pedri,81,18,174,61,FC Barcelona,LCM,Spain,4,2,78,65,79,84,66,63,68,50,84
G. Buffon,80,43,192,92,Parma,GK,Italy,1,4,,,,,,,15,13,26
G. Ochoa,80,35,190,85,Club América,GK,Mexico,1,1,,,,,,,12,19,10
I. Akinfeev,80,35,186,78,PFC CSKA Moscow,GK,Russia,1,3,,,,,,,13,18,15
João Moutinho,80,34,170,61,Wolverhampton Wanderers,LCM,Portugal,3,3,50,72,84,80,70,66,68,68,76
J. Evans,80,33,188,77,Leicester City,SUB,Northern Ireland,2,2,52,32,61,60,83,77,28,80,51
Raúl García,80,34,184,83,Athletic Club de Bilbao,RS,Spain,3,2,41,82,81,78,65,83,80,90,80
M. Hamšík,80,33,183,73,Trabzonspor,LCM,Slovakia,4,3,68,77,81,80,70,71,73,74,80
D. Wass,80,32,181,74,Valencia CF,RCM,Denmark,3,2,74,77,80,77,76,76,75,69,76
S. Mignolet,80,33,193,87,Club Brugge KV,GK,Belgium,1,3,,,,,,,11,16,14
Marcelo,80,33,174,75,Real Madrid CF,SUB,Brazil,5,4,73,72,80,87,75,71,71,72,89
D. Payet,80,34,175,77,Olympique de Marseille,CF,France,4,3,69,77,83,82,38,67,75,59,84
M. Benatia,80,34,189,94,Fatih Karagümrük S.K.,RCB,Morocco,2,3,63,45,52,63,81,82,47,77,61
Nacho Monreal,80,35,180,77,Real Sociedad,LB,Spain,3,2,65,61,74,74,80,68,55,72,73
R. Nainggolan,80,33,176,65,Royal Antwerp FC,CM,Belgium,3,3,71,84,78,74,73,80,80,59,70
D. Godín,80,35,187,78,Cagliari,CB,Uruguay,2,3,57,48,63,61,80,78,42,82,53
F. Muslera,80,35,190,74,Galatasaray SK,GK,Uruguay,1,3,,,,,,,10,12,25
A. Ogbonna,80,33,191,86,West Ham United,LCB,Italy,2,2,56,40,60,62,82,76,25,82,61
A. Sánchez,80,32,168,62,Inter,SUB,Chile,4,4,78,76,78,83,43,68,74,59,84
José Callejón,80,34,178,73,Fiorentina,RW,Spain,3,3,77,76,76,81,48,59,75,65,80
A. Ramsey,80,30,183,76,Juventus,SUB,Wales,3,3,66,70,81,83,66,66,61,55,85
Rafael Tolói,80,30,185,75,Atalanta,RCB,Italy,2,2,66,47,58,64,82,80,28,81,58
R. Bürki,80,30,187,85,Borussia Dortmund,RES,Switzerland,1,3,,,,,,,8,17,12
F. Coquelin,80,30,176,74,Villarreal CF,SUB,France,3,2,68,67,76,80,78,79,64,63,80
Guaita,80,34,190,80,Crystal Palace,GK,Spain,1,2,,,,,,,11,20,16
E. Salvio,80,30,173,71,Boca Juniors,SUB,Argentina,5,2,86,76,73,84,57,68,76,72,85
R. Pereyra,80,30,182,77,Udinese Calcio,CM,Argentina,4,2,76,74,79,81,68,73,75,60,83
E. Pérez,80,35,178,77,River Plate,RDM,Argentina,3,2,68,66,77,77,77,78,61,65,76
N. Lodeiro,80,32,170,69,Seattle Sounders FC,LF,Uruguay,4,3,74,73,83,81,49,74,72,42,81
G. Krychowiak,80,31,187,84,,,Poland,3,3,68,76,72,72,75,81,72,75,70
M. Perin,80,28,188,77,Juventus,SUB,Italy,1,2,,,,,,,11,12,19
Sérgio Oliveira,80,29,181,78,FC Porto,LCM,Portugal,3,1,58,79,82,77,72,70,72,66,76
Bartra,80,30,184,73,Real Betis Balompié,RCB,Spain,3,3,71,61,72,73,80,74,55,78,70
Pablo Sarabia,80,29,174,70,Sporting CP,SUB,Spain,4,2,72,76,81,82,57,59,77,61,83
C. Bakambu,80,30,182,74,Beijing Guoan FC,LS,Congo DR,4,2,90,80,71,76,36,77,83,74,76
C. Aránguiz,80,32,171,68,Bayer 04 Leverkusen,RDM,Chile,3,3,65,71,80,77,76,72,66,53,74
João Pedro,80,29,184,73,Cagliari,LS,Brazil,4,1,72,78,77,81,41,74,82,73,81
Ismaily,80,31,177,86,Shakhtar Donetsk,LB,Brazil,4,2,82,64,74,81,75,75,60,59,83
A. Mandi,80,29,184,78,Villarreal CF,LCB,Algeria,2,1,66,46,74,70,81,74,41,81,64
Rafinha,80,28,174,71,Paris Saint-Germain,SUB,Brazil,4,2,71,75,80,84,69,68,71,55,86
M. Hinteregger,80,28,184,83,Eintracht Frankfurt,LCB,Austria,2,2,70,70,67,61,81,81,65,83,54
R. Freuler,80,29,180,80,Atalanta,LCM,Switzerland,4,2,69,71,77,78,75,73,68,41,78
J. Draxler,80,27,187,77,Paris Saint-Germain,SUB,Germany,4,3,74,76,80,82,58,66,74,64,83
D. Demme,80,29,172,71,Napoli,RES,Germany,3,2,57,42,75,77,76,76,31,57,72
Š. Vrsaljko,80,29,181,76,Atlético de Madrid,SUB,Croatia,3,2,79,55,73,74,78,77,44,73,74
Pozuelo,80,29,170,63,Toronto FC,CAM,Spain,4,2,65,75,80,83,52,66,75,54,83
K. Fortounis,80,28,183,70,Olympiacos CFP,RES,Greece,3,2,75,77,79,82,43,69,78,62,83
E. Zahavi,80,33,182,71,PSV,ST,Israel,4,2,77,82,74,79,39,73,84,71,79
F. Thauvin,80,28,179,70,Tigres U.A.N.L.,RM,France,4,1,79,79,79,80,41,68,78,70,80
S. Umtiti,80,27,182,75,FC Barcelona,SUB,France,2,3,65,62,68,67,80,78,51,78,64
T. Savanier,80,29,172,69,Montpellier Hérault SC,CAM,France,4,2,67,74,83,82,69,69,71,47,81
S. Haller,80,27,190,82,Ajax,ST,Côte d'Ivoire,3,3,66,79,62,74,51,81,82,85,74
Z. Feddal,80,31,192,84,Sporting CP,LCB,Morocco,2,1,61,50,63,60,82,77,40,80,58
E. Andrada,80,30,194,83,CF Monterrey,GK,Argentina,1,1,,,,,,,14,13,16
M. Keane,80,28,191,82,Everton,LCB,England,2,2,55,49,65,65,82,80,50,84,64
Roger,80,30,179,74,Levante Unión Deportiva,RS,Spain,3,2,77,82,63,77,41,74,84,71,76
J. Martínez,80,28,170,69,Atlanta United,LS,Venezuela,3,2,87,80,61,79,25,67,85,77,76
Q. Promes,80,29,174,72,Spartak Moskva,LM,Netherlands,4,3,88,78,78,81,46,69,79,66,81
G. Laborde,80,27,181,78,Stade Rennais FC,SUB,France,3,2,77,78,76,78,40,82,80,84,79
Pacheco,80,29,186,81,Deportivo Alavés,GK,Spain,1,1,,,,,,,16,10,13
Jonny,80,27,170,70,Wolverhampton Wanderers,SUB,Spain,3,2,75,53,71,76,79,69,49,69,76
D. Alli,80,25,188,80,Tottenham Hotspur,LCM,England,4,3,68,78,78,82,65,75,80,79,83
T. Strakosha,80,26,193,78,Lazio,SUB,Albania,1,1,,,,,,,18,11,14
P. Max,80,27,177,77,PSV,LB,Germany,3,2,82,67,79,75,73,75,65,60,73
João Mário,80,28,179,73,SL Benfica,LCM,Portugal,4,3,69,69,80,83,66,68,64,55,84
A. Christensen,80,25,187,81,Chelsea,CB,Denmark,2,2,65,31,65,68,83,72,36,79,66
F. Armani,80,34,189,88,River Plate,GK,Argentina,1,1,,,,,,,11,19,19
W. Benítez,80,28,191,93,OGC Nice,GK,Argentina,1,2,,,,,,,14,13,19
G. Rulli,80,29,189,84,Villarreal CF,GK,Argentina,1,3,,,,,,,15,12,14
Capa,80,29,175,75,Athletic Club de Bilbao,RB,Spain,3,2,82,64,76,77,74,88,56,60,76
G. Di Lorenzo,80,27,183,83,Napoli,RB,Italy,3,2,84,66,73,76,76,79,64,71,76
C. Tolisso,80,26,181,81,FC Bayern München,SUB,France,3,3,66,77,77,78,76,78,75,83,76
Embarba,80,29,173,68,RCD Espanyol de Barcelona,RM,Spain,4,1,83,77,78,79,55,72,76,60,79
J. Denayer,80,26,184,80,Olympique Lyonnais,LCB,Belgium,2,3,83,43,67,71,81,81,42,77,69
N. Keïta,80,26,172,64,Liverpool,SUB,Guinea,4,2,70,73,75,85,65,66,74,42,85
Pau López,80,26,189,77,Olympique de Marseille,SUB,Spain,1,1,,,,,,,19,15,18
V. Lindelöf,80,26,187,80,Manchester United,SUB,Sweden,3,2,63,51,73,72,81,78,42,76,70
L. Klostermann,80,25,187,88,RB Leipzig,SUB,Germany,2,2,85,51,64,71,82,77,59,78,71
Everton,80,25,174,72,SL Benfica,LM,Brazil,4,1,86,75,73,85,32,62,75,45,86
S. Lainer,80,28,175,73,Borussia Mönchengladbach,SUB,Austria,2,2,78,63,70,75,74,80,59,64,76
J. Rodríguez,80,27,177,79,Cruz Azul,ST,Uruguay,4,1,88,80,67,81,38,76,84,71,81
L. Torreira,80,25,166,60,Fiorentina,SUB,Uruguay,3,2,74,67,74,79,79,75,61,59,77
Borja Iglesias,80,28,187,86,Real Betis Balompié,ST,Spain,3,1,65,80,64,74,35,80,82,80,74
Joan Jordán,80,26,183,74,Sevilla FC,RCM,Spain,4,1,63,75,81,77,67,76,75,47,79
J. Bamba,80,25,175,70,LOSC Lille,LM,France,4,2,89,75,74,81,39,69,73,61,81
Álex Berenguer,80,25,175,73,Athletic Club de Bilbao,RM,Spain,3,1,82,76,76,81,63,65,79,49,80
S. Bergwijn,80,23,178,78,Tottenham Hotspur,SUB,Netherlands,4,2,85,78,75,82,39,69,75,60,84
K. Tierney,80,24,178,70,Arsenal,LB,Scotland,3,2,84,60,75,77,75,79,52,59,78
I. Bennacer,80,23,175,70,AC Milan,SUB,Algeria,4,2,73,67,80,84,73,73,63,62,84
M. Dmitrović,80,29,194,94,Sevilla FC,SUB,Serbia,1,1,,,,,,,20,20,8
O. Zinchenko,80,24,175,64,Manchester City,SUB,Ukraine,3,2,73,65,80,80,77,69,58,70,80
Nélson Semedo,80,27,177,69,Wolverhampton Wanderers,RWB,Portugal,4,2,82,57,68,81,75,75,50,58,81
M. Akanji,80,25,187,91,Borussia Dortmund,RCB,Switzerland,2,2,81,48,67,74,81,77,38,78,74
D. Zakaria,80,24,191,81,Borussia Mönchengladbach,SUB,Switzerland,3,2,83,64,72,75,80,84,66,67,76
G. Mancini,80,25,190,77,Roma,RCB,Italy,2,2,61,45,50,59,80,84,48,82,51
S. Sensi,80,25,168,62,Inter,SUB,Italy,4,1,67,60,83,83,67,59,49,45,79
Gerson,80,24,184,72,Olympique de Marseille,CM,Brazil,3,2,74,64,79,80,78,77,61,54,77
Maikel Catarino,80,25,177,75,Sport Club Corinthians Paulista,RB,Brazil,3,1,76,51,70,77,77,70,48,69,78
Héniton Pires,80,25,182,74,Flamengo,GK,Brazil,1,1,,,,,,,11,12,14
Laure Santeiro,80,21,171,63,Fluminense,LM,Brazil,4,1,80,72,77,82,26,45,72,44,82
Tony Abranjes,80,33,179,80,Internacional,RCB,Brazil,2,1,67,39,55,58,81,85,31,82,47
Renato Sanches,80,23,176,70,LOSC Lille,LCM,Portugal,4,3,84,74,77,84,72,84,67,61,84
D. Malen,80,22,179,78,Borussia Dortmund,LS,Netherlands,4,2,90,79,72,83,30,74,82,69,83
Ç. Söyüncü,80,25,185,82,Leicester City,RCB,Turkey,2,1,76,46,60,67,80,80,39,75,65
V. Osimhen,80,22,185,78,Napoli,ST,Nigeria,3,2,88,80,63,75,39,81,85,78,74
X. Schlager,80,23,174,76,VfL Wolfsburg,RDM,Austria,3,2,69,70,73,77,73,81,66,44,76
D. Henderson,80,24,188,85,Manchester United,SUB,England,1,2,,,,,,,9,13,13
N. Mazraoui,80,23,183,62,Ajax,RB,Morocco,3,2,82,61,74,81,75,71,63,65,82
J. Pavlenka,80,29,196,81,SV Werder Bremen,GK,Czech Republic,1,2,,,,,,,16,14,12
B. Kamara,80,21,184,68,Olympique de Marseille,RDM,France,3,2,74,50,72,73,79,78,39,73,70
S. McTominay,80,24,193,88,Manchester United,SUB,Scotland,3,2,66,75,75,75,78,84,71,78,78
A. Bastoni,80,22,190,75,Inter,LCB,Italy,2,1,65,33,65,69,82,80,26,81,68
Vinícius Jr.,80,20,176,73,Real Madrid CF,SUB,Brazil,5,2,95,70,71,87,29,66,69,50,89
M. Gómez,80,24,186,84,Valencia CF,RS,Uruguay,3,1,66,81,68,73,32,82,84,87,72
R. Baku,80,23,176,75,VfL Wolfsburg,RM,Germany,3,2,84,73,73,81,70,78,74,49,83
Unai Núñez,80,24,186,81,Athletic Club de Bilbao,SUB,Spain,2,1,72,22,49,50,81,76,16,81,35
L. Díaz,80,24,180,73,FC Porto,LM,Colombia,4,1,92,77,70,82,32,71,76,50,85
N. Vlašić,80,23,178,79,West Ham United,SUB,Croatia,3,2,83,77,78,82,48,71,76,65,85
Pedro Porro,80,21,176,71,Sporting CP,RWB,Spain,3,1,80,67,73,79,75,75,61,66,79
V. Tsygankov,80,23,178,72,Dynamo Kyiv,RM,Ukraine,4,2,85,73,78,80,45,57,75,45,80
V. Coufal,80,28,175,76,West Ham United,RB,Czech Republic,3,1,77,56,73,75,78,81,50,70,73
B. Saka,80,19,178,65,Arsenal,LM,England,3,2,84,68,76,82,65,64,69,45,84
Iniesta,79,37,171,68,Vissel Kobe,CAM,Spain,4,4,51,69,84,84,59,57,68,54,84
J. Milner,79,35,175,70,Liverpool,SUB,England,3,2,56,70,81,77,77,75,62,65,76
F. Ribéry,79,38,170,72,US Salernitana 1919,RS,France,5,4,69,73,81,85,30,53,71,41,87
B. Costil,79,33,187,82,FC Girondins de Bordeaux,GK,France,1,2,,,,,,,14,15,13
B. Gomis,79,35,186,86,Al Hilal,LS,France,3,3,60,81,68,72,36,74,82,84,72
M. Dembélé,79,33,185,85,Guangzhou City,LCM,Belgium,4,3,70,68,76,85,73,77,64,70,87
B. Matuidi,79,34,180,75,Inter Miami CF,LDM,France,2,3,73,65,72,76,77,79,59,68,75
A. Candreva,79,34,180,70,U.C. Sampdoria,RM,Italy,4,3,72,78,79,80,61,62,73,55,80
D. Ospina,79,32,183,80,Napoli,GK,Colombia,1,2,,,,,,,10,15,12
M. Özil,79,32,180,71,Fenerbahçe SK,RF,Germany,4,4,62,68,85,79,24,48,67,51,79
N. Guzmán,79,35,193,94,Tigres U.A.N.L.,GK,Argentina,1,1,,,,,,,10,15,23
O. Giroud,79,34,193,91,AC Milan,ST,France,3,3,39,80,70,71,42,77,82,90,69
G. Sigurðsson,79,31,186,77,Everton,RES,Iceland,3,3,54,78,82,78,59,66,74,60,78
Montoro,79,33,181,72,Granada CF,SUB,Spain,3,1,45,64,75,72,75,70,54,57,72
Y. M'Vila,79,31,182,80,Olympiacos CFP,CM,France,3,2,65,64,74,74,75,78,61,62,73
Rafael Carioca,79,32,181,78,Tigres U.A.N.L.,RDM,Brazil,3,1,70,66,77,75,73,75,58,51,74
M. Suárez,79,33,183,75,River Plate,LS,Argentina,4,2,79,77,77,83,44,75,76,76,82
Iborra,79,33,190,80,Villarreal CF,SUB,Spain,3,2,33,70,75,70,77,79,67,82,69
A. Cresswell,79,31,175,66,West Ham United,LB,England,3,2,70,60,75,76,77,68,54,68,76
